v_p	A_p	v_s	A_s	νk	ipda	νk	isda
2138.05477	0.23725798732442854	2138.05477	0.3494890095972158	2097.802	0.0	2097.802	0.0
2138.0849	0.2545677060360522	2138.0849	0.37183314527673017	2097.85	0.0	2097.85	0.0
2138.11503	0.2706974247476759	2138.11503	0.39244228095624456	2097.898	0.0	2097.898	0.0
2138.14517	0.28522714336594135	2138.14517	0.41085141634889516	2097.946	0.0	2097.946	0.0
2138.1753	0.297836862077565	2138.1753	0.42671555202840955	2097.994	0.0	2097.994	0.0
2138.20544	0.3083265806958304	2138.20544	0.43980468742106016	2098.042	0.0	2098.042	0.0
2138.23557	0.3166062994074541	2138.23557	0.45000882310057455	2098.09	0.0	2098.09	0.0
2138.2657	0.3226860181190777	2138.2657	0.45731295878008893	2098.138	0.0	2098.138	0.0
2138.29584	0.32665073673734313	2138.29584	0.4617820941727395	2098.186	0.0	2098.186	0.0
2138.32597	0.32861045544896683	2138.32597	0.46355122985225394	2098.234	0.0	2098.234	0.0
2138.35611	0.3287001740672323	2138.35611	0.46282036524490455	2098.282	0.0	2098.282	0.0
2138.38624	0.32704489277885596	2138.38624	0.4598345009244189	2098.33	0.0	2098.33	0.0
2138.41637	0.32378461149047966	2138.41637	0.45484863660393327	2098.378	0.0	2098.378	0.0
2138.44651	0.31905933010874504	2138.44651	0.4480927719965838	2098.426	0.0	2098.426	0.0
2138.47664	0.31301404882036876	2138.47664	0.4397669076760983	2098.474	0.0	2098.474	0.0
2138.50677	0.3058037675319924	2138.50677	0.4300260433556126	2098.522	0.0	2098.522	0.0
2138.53691	0.2975684861502578	2138.53691	0.41899517874826325	2098.57	0.0	2098.57	0.0
2138.56704	0.28844320486188146	2138.56704	0.4067943144277776	2098.618	0.0	2098.618	0.0
2138.59718	0.27855292348014693	2138.59718	0.3935584498204282	2098.666	0.0	2098.666	0.0
2138.62731	0.2680176421917706	2138.62731	0.3794675854999426	2098.714	0.0	2098.714	0.0
2138.65744	0.25697236090339426	2138.65744	0.364701721179457	2098.762	0.0	2098.762	0.0
2138.68758	0.24554707952165966	2138.68758	0.3494658565721076	2098.81	0.0	2098.81	0.0
