v_p	A_p	v_s	A_s	νk	ipda	νk	isda
2139.44092	0.057320046472027236	2139.44092	0.08514424597819309	2131.57	0.17251556818324432	2131.57	0.2021370067780781
2139.47106	0.054499765090292675	2139.47106	0.0807483813708437	2131.59	0.1728635671100936	2131.59	0.2025194515653354
2139.50119	0.05184948380191634	2139.50119	0.07663251705035806	2131.61	0.17375575507260416	2131.61	0.2037036771926725
2139.53132	0.04935420251354	2139.53132	0.07276165272987245	2131.63	0.17507392440839828	2131.63	0.20548335181923183
2139.56146	0.04698892113180544	2139.56146	0.06911078812252305	2131.65	0.17672344439844126	2131.65	0.20769048693998246
2139.59159	0.0447636398434291	2139.59159	0.06567492380203743	2131.67	0.17866786317702413	2131.67	0.21024842070001296
2139.62173	0.04267835846169453	2139.62173	0.06243405919468806	2131.69	0.18093600253026415	2131.69	0.21318516122932146
2139.65186	0.0407280771733182	2139.65186	0.05938319487420242	2131.71	0.18359894339632826	2131.71	0.2166011999293042
2139.68199	0.038902795884941874	2139.68199	0.0565073305537168	2131.73	0.18672557576264323	2131.73	0.22060309925769764
2139.71213	0.0371975145032073	2139.71213	0.05380146594636742	2131.75	0.19033393438153384	2131.75	0.2252280754411324
2139.74226	0.03559223321483097	2139.74226	0.051250601625881784	2131.77	0.19435779211019227	2131.77	0.2303893169688782
2139.77239	0.03408195192645464	2139.77239	0.048844737305396166	2131.79	0.1986426475569342	2131.79	0.23586453418204978
2139.80253	0.032661670544720064	2139.80253	0.04657887269804678	2131.81	0.20297419152006854	2131.81	0.2413340282418912
2139.83266	0.031321389256343736	2139.83266	0.04443800837756115	2131.83	0.2071300325902368	2131.83	0.24645622886613314
2139.8628	0.030061107874609166	2139.8628	0.042422143770211765	2131.85	0.21093700999012366	2131.85	0.2509557540566457
2139.89293	0.028885826586232836	2139.89293	0.04051627944972615	2131.87	0.21431513763181934	2131.87	0.2546962683304903
2139.92306	0.027775545297856502	2139.92306	0.03871041512924052	2131.89	0.2172950821260838	2131.89	0.25771756337657276
2139.9532	0.026730263916121932	2139.9532	0.036999550521891134	2131.91	0.22000592389070245	2131.91	0.2602289977231121
2139.98333	0.025744982627745598	2139.98333	0.035373686201405505	2131.93	0.2226393212586177	2131.93	0.26256395705602686
2140.01347	0.024809701246011027	2140.01347	0.03383282159405612	2131.95	0.22540164074295746	2131.95	0.26510822283663477
2140.0436	0.0239294199576347	2140.0436	0.0323769572735705	2131.97	0.22846617252806076	2131.97	0.26821812808592654
2140.07373	0.023104138669258367	2140.07373	0.03101109295308485	2131.99	0.23193466877547977	2131.99	0.27214377243050747
2140.10387	0.022338857287523793	2140.10387	0.02973022834573548	2132.01	0.23581361035749285	2132.01	0.276970604281055
2140.134	0.021623575999147465	2140.134	0.02852936402524986	2132.03	0.24000768189641777	2132.03	0.28259038581358153
2140.16413	0.020968294710771135	2140.16413	0.027398499704764212	2132.05	0.2443312238818985	2132.05	0.28870929365508297
2140.19427	0.020353013329036558	2140.19427	0.026327635097414842	2132.07	0.24853698182743275	2132.07	0.29489539477666277
2140.2244	0.019772732040660233	2140.2244	0.025311770776929213	2132.09	0.25235920740873147	2132.09	0.3006596867568156
2140.25454	0.019227450658925664	2140.25454	0.024345906169579837	2132.11	0.2555649696482767	2132.11	0.3055559751434462
2140.28467	0.018702169370549332	2140.28467	0.02342504184909419	2132.13	0.25800449762495786	2132.13	0.309278239691322
2140.3148	0.018206888082172995	2140.3148	0.022559177528608573	2132.15	0.25965007053705924	2132.15	0.3117328282018124
2140.34494	0.01774160670043843	2140.34494	0.0217483129212592	2132.17	0.2606143686165264	2132.17	0.3130679590340545
2140.37507	0.0173163254120621	2140.37507	0.020992448600773567	2132.19	0.2611431052248791	2132.19	0.3136532446130074
2140.4052	0.016931044123685762	2140.4052	0.020286584280287928	2132.21	0.26158210116260716	2132.21	0.31401413672917294
2140.43534	0.016590762741951197	2140.43534	0.019620719672938547	2132.23	0.2623244800410934	2132.23	0.314736898678451
2140.46547	0.016285481453574863	2140.46547	0.01899485535245292	2132.25	0.2637483043696621	2132.25	0.31636629324649385
2140.49561	0.016010200071840293	2140.49561	0.018388990745103542	2132.27	0.26615772470403604	2132.27	0.319319130207959
2140.52574	0.015749918783463962	2140.52574	0.017808126424617918	2132.29	0.26974043141237664	2132.29	0.32383172518690356
2140.55587	0.015489637495087631	2140.55587	0.01724226210413228	2132.31	0.2745500582466439	2132.31	0.32994911125201615
2140.58601	0.015224356113353057	2140.58601	0.016696397496782908	2132.33	0.28051472273256034	2132.33	0.3375512607612173
2140.61614	0.014959074824976729	2140.61614	0.016165533176297278	2132.35	0.2874646275522604	2132.35	0.34640099061495067
2140.64628	0.014703793443242165	2140.64628	0.015649668568947894	2132.37	0.29516634844942663	2132.37	0.35619405840178914
2140.67641	0.014468512154865824	2140.67641	0.015163804248462268	2132.39	0.3033519737845004	2132.39	0.3665961934728403
2140.70654	0.014273230866489496	2140.70654	0.014697939927976633	2132.41	0.31173751245252074	2132.41	0.377262293628938
2140.73668	0.014107949484754925	2140.73668	0.01426207532062726	2132.43	0.3200333919995307	2132.43	0.3878441257634947
2140.76681	0.013977668196378593	2140.76681	0.01385621100014163	2132.45	0.327955336501184	2132.45	0.39799852799086477
2140.79694	0.013872386908002257	2140.79694	0.013475346679655997	2132.47	0.33524298385782725	2132.47	0.40740542427733184
2140.82708	0.013777105526267694	2140.82708	0.013114482072306616	2132.49	0.34168677462948077	2132.49	0.4157960030662395
2140.85721	0.013676824237891357	2140.85721	0.012773617751820995	2132.51	0.3471552402142289	2132.51	0.4229819613532182
2140.88735	0.01357154285615679	2140.88735	0.012442753144471616	2132.53	0.35161037153430263	2132.53	0.42887273719800845
2140.91748	0.013466261567780462	2140.91748	0.012121888823985988	2132.55	0.3551015788743734	2132.55	0.43347172736677936
2140.94761	0.013370980279404122	2140.94761	0.011811024503500356	2132.57	0.3577378765989827	2132.57	0.4368523890263592
2140.97775	0.013290698897669553	2140.97775	0.011510159896150979	2132.59	0.3596485833629381	2132.59	0.439125281187845
2141.00788	0.013230417609293228	2141.00788	0.011219295575665353	2132.61	0.3609492174528151	2132.61	0.440411883964601
2141.03801	0.01318513632091689	2141.03801	0.01093843125517971	2132.63	0.36172778921828636	2132.63	0.44083786252288965
2141.06815	0.013149854939182318	2141.06815	0.010667566647830334	2132.65	0.36205783101349176	2132.65	0.44054897041013763
2141.09828	0.01311457365080599	2141.09828	0.010401702327344692	2132.67	0.36203240655936847	2132.67	0.43974170168487486
2141.12842	0.013074292269071426	2141.12842	0.010140837719995327	2132.69	0.3618035401974632	2132.69	0.43869318459613654
2141.15855	0.013024010980695083	2141.15855	0.009884973399509694	2132.71	0.3616081785504325	2132.71	0.4377736618598272
2141.18868	0.012968729692318756	2141.18868	0.009639109079024058	2132.73	0.36176600708483914	2132.73	0.4374301176986801
2141.21882	0.012923448310584194	2141.21882	0.009398244471674685	2132.75	0.36264410647411355	2132.75	0.4381386693803593
2141.24895	0.01289316702220785	2141.24895	0.00916738015118905	2132.77	0.3645946978576798	2132.77	0.4403329623399075
2141.27909	0.012882885640473282	2141.27909	0.008946515543839684	2132.79	0.36788129960531063	2132.79	0.4443234102661889
2141.30922	0.012882604352096955	2141.30922	0.008725651223354058	2132.81	0.3726130450844929	2132.81	0.45022630226580374
2141.33935	0.012887323063720625	2141.33935	0.00850978690286841	2132.83	0.3787059065376282	2132.83	0.45792194415970544
2141.36949	0.012882041681986048	2141.36949	0.008293922295519049	2132.85	0.38588368534115736	2132.85	0.4670567636744581
2141.39962	0.012866760393609719	2141.39962	0.008083057975033406	2132.87	0.39372228465823655	2132.87	0.47709566234477296
2141.42975	0.012836479105233396	2141.42975	0.007877193654547796	2132.89	0.40172998654859426	2132.89	0.48741878903090147
2141.45989	0.012801197723498817	2141.45989	0.007681329047198399	2132.91	0.40944663622985716	2132.91	0.49744388087880864
2141.49002	0.012775916435122485	2141.49002	0.007495464726712767	2132.93	0.4165383215563458	2132.93	0.5067453098776202
2141.52016	0.012775635053387913	2141.52016	0.007324600119363395	2132.95	0.42286341265692734	2132.95	0.5151380998281823
2141.55029	0.012800353765011582	2141.55029	0.007148735798877759	2132.97	0.42849166286424484	2132.97	0.5227019186896265
2141.58042	0.012840072476635253	2141.58042	0.006967871478392146	2132.99	0.4336697423347902	2132.99	0.529735754330139
2141.61056	0.01287979109490068	2141.61056	0.006772006871042749	2133.01	0.43874143661689297	2133.01	0.5366544840400407
2141.64069	0.012899509806524344	2141.64069	0.00656114255055712	2133.03	0.44404460117485844	2133.03	0.5438572651439749
2141.67083	0.01289422842478978	2141.67083	0.006340277943207739	2133.05	0.44981518658530534	2133.05	0.5516079070340812
2141.70096	0.01286394713641345	2141.70096	0.006119413622722114	2133.07	0.4561278273892704	2133.07	0.5599649691159444
2141.73109	0.012833665848037114	2141.73109	0.005908549302236485	2133.09	0.46289200076178405	2133.09	0.568784432851409
2141.76123	0.012818384466302547	2141.76123	0.005722684694887098	2133.11	0.4699054077372049	2133.11	0.5777949727879234
2141.79136	0.012848103177926222	2141.79136	0.005566820374401468	2133.13	0.47694744721616467	2133.13	0.5867223297462937
2141.82149	0.01293282188954989	2141.82149	0.0054359560539158636	2133.15	0.483881637857485	2133.15	0.5954224227640784
2141.85163	0.013062540507815315	2141.85163	0.005325091446566468	2133.17	0.4907314403102768	2133.17	0.6039779119544647
2141.88176	0.013227259219438986	2141.88176	0.005219227126080833	2133.19	0.497701100355956	2133.19	0.6127219498364564
2141.9119	0.013401977837704415	2141.9119	0.005108362518731452	2133.21	0.5051302925635747	2133.21	0.6221741396033363
2141.94203	0.013576696549328075	2141.94203	0.004982498198245824	2133.23	0.5133935698031948	2133.23	0.6329018554214972
2141.97216	0.013746415260951751	2141.97216	0.00484163387776021	2133.25	0.5227757160102665	2133.25	0.6453466004397662
2142.0023	0.013916133879217175	2142.0023	0.004690769270410816	2133.27	0.5333646614341951	2133.27	0.6596704385098597
2142.03243	0.014115852590840847	2142.03243	0.0045349049499251864	2133.29	0.5449998887804364	2133.29	0.6756746695067948
2142.06256	0.014355571302464516	2142.06256	0.004384040629439562	2133.31	0.5572965835179159	2133.31	0.692821019054912
2142.0927	0.014655289920729946	2142.0927	0.004243176022090178	2133.33	0.569740184708359	2133.33	0.7103517275337913
2142.12283	0.015025008632353613	2142.12283	0.004122311701604556	2133.35	0.5818219831938132	2133.35	0.7274716484350555
2142.15297	0.01545472725061904	2142.15297	0.004011447094255174	2133.37	0.5931728962332248	2133.37	0.7435354743347322
2142.1831	0.015934445962242715	2142.1831	0.0039055827737695392	2133.39	0.6036540430680101	2133.39	0.7581836006180298
2142.21323	0.01644916467386639	2142.21323	0.003799718453283918	2133.41	0.6133779683975759	2133.41	0.7713898087386317
2142.24337	0.016988883292131808	2142.24337	0.0036988538459345327	2133.43	0.6226575192777121	2133.43	0.783414978755035
2142.2735	0.017568602003755485	2142.2735	0.0035979895254489025	2133.45	0.6319028375847995	2133.45	0.794692464885024
2142.30364	0.018228320622020913	2142.30364	0.0035071249180995273	2133.47	0.6415034990590085	2133.47	0.8056922886720859
2142.33377	0.019013039333644573	2142.33377	0.0034262605976138893	2133.49	0.6517371476864894	2133.49	0.8168157167858513
2142.3639	0.019977758045268246	2142.3639	0.0033553962771282614	2133.51	0.6627356203108044	2133.51	0.8283566809170043
2142.39404	0.021152476663533676	2142.39404	0.0032945316697788884	2133.53	0.6745165151979862	2133.53	0.8405358486291554
2142.42417	0.022537195375157346	2142.42417	0.0032336673492932566	2133.55	0.6870598508063201	2133.55	0.8535779506364394
2142.4543	0.024121914086781014	2142.4543	0.0031728030288076248	2133.57	0.7003875277526308	2133.57	0.8677787236971783
2142.48444	0.025871632705046443	2142.48444	0.003106938421458233	2133.59	0.714599132639815	2133.59	0.8835081564675334
2142.51457	0.027806351416670115	2142.51457	0.0030310741009726277	2133.61	0.7298360820135452	2133.61	0.9011253707654141
2142.54471	0.029986070034935544	2142.54471	0.002960209493623245	2133.63	0.7461812162494401	2133.63	0.9208267558442262
2142.57484	0.03256078874655921	2142.57484	0.002899345173137599	2133.65	0.763536945200355	2133.65	0.9424908866785245
2142.60497	0.035725507458182884	2142.60497	0.0028484808526519773	2133.67	0.7815434303891148	2133.67	0.9655984875307461
2142.63511	0.03969022607644831	2142.63511	0.0028176162453025927	2133.69	0.7995876446834786	2133.69	0.9892823208929348
2142.66524	0.044639944788071984	2142.66524	0.002796751924816973	2133.71	0.8169171576196369	2133.71	1.0125086930070777
2142.69538	0.0507246634063374	2142.69538	0.0027808873174675897	2133.73	0.8328257583686618	2133.73	1.0343338746163218
2142.72551	0.058154382117961076	2142.72551	0.002755022996981951	2133.75	0.8468441492090297	2133.75	1.054143726611936
2142.75564	0.06732910082958475	2142.75564	0.0027241586764963355	2133.77	0.8588647396041454	2133.77	1.0717905835090837
2142.78578	0.07899381944785017	2142.78578	0.002678294069146936	2133.79	0.8691569355847423	2133.79	1.087584680940606
2142.81591	0.09438853815947384	2142.81591	0.002637429748661324	2133.81	0.8782741164399919	2133.81	1.1021559845530169
2142.84604	0.11532825687109752	2142.84604	0.0026115654281756995	2133.83	0.886893509933886	2133.83	1.116247684414327
2142.87618	0.14419297548936294	2142.87618	0.0026157008208263083	2133.85	0.8956476360024461	2133.85	1.130515864195307
2142.90631	0.18392769420098662	2142.90631	0.002649836500340688	2133.87	0.9049969743396418	2133.87	1.1453911097581564
2142.93645	0.23799741281925205	2142.93645	0.0027139718929912876	2133.89	0.9151684399796345	2133.89	1.1610238795685592
2142.96658	0.3100071315308757	2142.96658	0.002798107572505676	2133.91	0.9261593634653709	2133.91	1.1773069648339343
2142.99671	0.4013968502424994	2142.99671	0.002872243252020054	2133.93	0.9377928325579595	2133.93	1.193955964441314
2143.02685	0.5007265688607648	2143.02685	0.0029163786446706613	2133.95	0.949807165807165	2133.95	1.2106280516173344
2143.05698	0.5565012875723885	2143.05698	0.002905514324185038	2133.97	0.9619619416758918	2133.97	1.2270582247908877
2143.08711	0.5100060062840122	2143.08711	0.0028246500036994	2133.99	0.9741388223402419	2133.99	1.2431836116546708
2143.11725	0.4062407249022776	2143.11725	0.00268378539635003	2134.01	0.9864091312103334	2134.01	1.259215960562839
2143.14738	0.30538044361390126	2143.14738	0.002487921075864402	2134.03	0.999040581393284	2134.03	1.2756245345324757
2143.17752	0.22421016223216667	2143.17752	0.002267056468515008	2134.05	1.012430308946674	2134.05	1.2930161686638018
2143.20765	0.16266988094379034	2143.20765	0.0020511921480294015	2134.07	1.0269785722445488	2134.07	1.311940831692677
2143.23778	0.11752459965541401	2143.23778	0.0018603278275437507	2134.09	1.042944674405367	2134.09	1.3326892567890554
2143.26792	0.08537931827367945	2143.26792	0.00171446322019439	2134.11	1.060338141974483	2134.11	1.355161035444386
2143.29805	0.0631740369853031	2143.29805	0.0016135988997087458	2134.13	1.0788855416382162	2134.13	1.3788567690160967
2143.32819	0.04818375560356854	2143.32819	0.0015427342923593629	2134.15	1.0980815791768876	2134.15	1.4029966416137583
2143.35832	0.03805347431519221	2143.35832	0.001491869971873755	2134.17	1.1172983295443821	2134.17	1.4267154222638923
2143.38845	0.030908193026815873	2143.38845	0.0014410056513881053	2134.19	1.135906308674535	2134.19	1.4492563857057186
2143.41859	0.025432911645081303	2143.41859	0.0013901410440387285	2134.21	1.1533648775995042	2134.21	1.470096218218408
2143.44872	0.020912630356704973	2143.44872	0.0013292767235530967	2134.23	1.1692630406355	2134.23	1.4889722073048608
2143.47885	0.017087349068328636	2143.47885	0.0012734124030674698	2134.25	1.183320390049041	2134.25	1.5058298061441804
2143.50899	0.013962067686594068	2143.50899	0.0012275477957180841	2134.27	1.1953752211968165	2134.27	1.520738802334444
2143.53912	0.011586786398217738	2143.53912	0.0011916834752324634	2134.29	1.2053837634395255	2134.29	1.5338263907711382
2143.56926	0.009906505016483158	2143.56926	0.001170818867883075	2134.31	1.2134346766839723	2134.31	1.5452493333920978
2143.59939	0.008751223728106834	2143.59939	0.0011549545473974465	2134.33	1.2197603226873475	2134.33	1.5551931752647778
2143.62952	0.007885942439730502	2143.62952	0.001134090226911827	2134.35	1.224716624829349	2134.35	1.5638657410595855
2143.65966	0.007105661057995934	2143.65966	0.0010982256195624374	2134.37	1.2287146996613423	2134.37	1.571457493237875
2143.68979	0.006310379769619595	2143.68979	0.0010523612990768205	2134.39	1.2321150315153313	2134.39	1.578069306016327
2143.71992	0.005505098481243267	2143.71992	0.0009964969785911937	2134.41	1.235123179401998	2134.41	1.5836412087902276
2143.75006	0.0047698170995087025	2143.75006	0.000950632371241808	2134.43	1.2377372118817687	2134.43	1.5879321147128909
2143.78019	0.004184535811132366	2143.78019	0.0009247680507561834	2134.45	1.2397818702002505	2134.45	1.5905875100442193
2143.81033	0.003779254429397798	2143.81033	0.0009089034434068	2134.47	1.2410277137737558	2134.47	1.5912931061093525
2143.84046	0.003523973141021472	2143.84046	0.0009080391229211726	2134.49	1.2413523909257955	2134.49	1.589966363955853
2143.87059	0.003338691852645126	2143.87059	0.0009071748024355453	2134.51	1.240876346585496	2134.51	1.5869087465170133
2143.90073	0.0031434104709105667	2143.90073	0.000896310195086153	2134.53	1.240009966057279	2134.53	1.5828460451944815
2143.93086	0.002898129182534237	2143.93086	0.0008704458746005284	2134.55	1.239382419536159	2134.55	1.5788223034644826
2143.961	0.002607847800799666	2143.961	0.0008295812672511477	2134.57	1.239670029841822	2134.57	1.5759687012731483
2143.99113	0.002312566512423328	2143.99113	0.000788716946765522	2134.59	1.2413836001433989	2134.59	1.5752185429270207
2144.02126	0.002062285224047	2144.02126	0.0007578526262798924	2134.61	1.2446930244092664	2134.61	1.5770630877711718
2144.0514	0.0018920038423124313	2144.0514	0.0007419880189305089	2134.63	1.2493568666372163	2134.63	1.5814319123160705
2144.08153	0.001801722553936097	2144.08153	0.0007461236984448866	2134.65	1.254789018018515	2134.65	1.5877407217675863
2144.11166	0.0017714412655597672	2144.11166	0.0007602593779592465	2134.67	1.2602470408029418	2134.67	1.595093850904709
2144.1418	0.0017611598838251918	2144.1418	0.0007743947706098792	2134.69	1.2650838505224378	2134.69	1.602577089847394
2144.17193	0.001725878595448857	2144.17193	0.0007685304501242468	2134.71	1.2689806968117547	2134.71	1.6095463615021215
2144.20207	0.001650597213714293	2144.20207	0.0007476658427748722	2134.73	1.2720834456708987	2134.73	1.6158198972663314
2144.2322	0.0015353159253379614	2144.2322	0.0007118015222892377	2134.75	1.2749951021288504	2134.75	1.621715867436748
2144.26233	0.0014000346369616237	2144.26233	0.0006709372018035981	2134.77	1.2786248244897604	2134.77	1.6279317514914786
2144.29247	0.0012647532552270621	2144.29247	0.0006350725944542362	2134.79	1.283940499726981	2134.79	1.6353152620351765
2144.3226	0.0011544719668507356	2144.3226	0.0006192082739685939	2134.81	1.2917014893377572	2134.81	1.6446083417234143
2144.35274	0.0010741905851161596	2144.35274	0.0006083436666192155	2134.83	1.3022506299593082	2134.83	1.656244334039303
2144.38287	0.0010289092967398286	2144.38287	0.0006074793461335881	2134.85	1.3154211236345996	2134.85	1.6702480549221739
2144.413	0.0010086280083635019	2144.413	0.0006016150256479558	2134.87	1.3305754729610608	2134.87	1.6862463273073771
2144.44314	0.0009933466266289284	2144.44314	0.0005907504182985773	2134.89	1.3467551670214448	2134.89	1.7035629290344874
2144.47327	0.0009680653382525897	2144.47327	0.0005698860978129439	2134.91	1.3628937547631603	2134.91	1.7213590244864707
2144.5034	0.0009327840498762618	2144.5034	0.0005540217773273154	2134.93	1.378037373282984	2134.93	1.73878625049492
2144.53354	0.000882502668141695	2144.53354	0.0005431571699779508	2134.95	1.3915234508069447	2134.95	1.7551324174441572
2144.56367	0.0008322213797653591	2144.56367	0.0005472928494923007	2134.97	1.4030839532848594	2134.97	1.7699464088049404
2144.59381	0.0007869399980307903	2144.59381	0.0005564282421429423	2134.99	1.4128583133230403	2134.99	1.7831253621183527
2144.62394	0.0007616587096544586	2144.62394	0.0005755639216572933	2135.01	1.4213198215622795	2135.01	1.7949408483883613
2144.65407	0.0007413774212781249	2144.65407	0.000579699601171671	2135.03	1.4291364313901957	2135.03	1.805983664944293
2144.68421	0.0007210960395435603	2144.68421	0.0005688349938222786	2135.05	1.4370009269128772	2135.05	1.8170258519088733
2144.71434	0.0006858147511672255	2144.71434	0.0005379706733366629	2135.07	1.4454729280119916	2135.07	1.828828733657281
2144.74447	0.0006305334627908915	2144.74447	0.0004921063528510322	2135.09	1.4548725995864469	2135.09	1.8419525477757719
2144.77461	0.0005552520810563205	2144.77461	0.0004412417455016415	2135.11	1.4652520218096718	2135.11	1.8566311188934976
2144.80474	0.0004749707926799962	2144.80474	0.0004053774250160208	2135.13	1.4764482043405152	2135.13	1.8727572944479058
2144.83488	0.0004096894109454144	2144.83488	0.00038951281766663737	2135.15	1.4881985195189373	2135.15	1.8899872248752374
2144.86501	0.0003794081225690915	2144.86501	0.00039864849718100615	2135.17	1.500282175291405	2135.17	1.907928832780672
2144.89514	0.000384126834192762	2144.89514	0.00042778417669538105	2135.19	1.5126448588506791	2135.19	1.9263483341039072
2144.92528	0.00041384545245819193	2144.92528	0.000451919569345996	2135.21	1.5254687213478078	2135.21	1.945319775584388
2144.95541	0.00044356416408185273	2144.95541	0.00047105524886037475	2135.23	1.539164614861645	2135.23	1.965259528906397
2144.98555	0.0004582827823472885	2144.98555	0.00046519064151098743	2135.25	1.554284856469326	2135.25	1.986825872382617
2145.01568	0.0004330014939709567	2145.01568	0.00043432632102535784	2135.27	1.5713786787110071	2135.27	2.0107119520857193
2145.04581	0.0003827202055946208	2145.04581	0.000388462000539741	2135.29	1.590833061408397	2135.29	2.03740277560229
2145.07595	0.00032243882386005784	2145.07595	0.0003425973931903553	2135.31	1.6127513384715588	2135.31	2.0669868738758796
2145.10608	0.0002671575354837169	2145.10608	0.0003067330727047207	2135.33	1.6369142863185238	2135.33	2.0990994796720264
2145.13621	0.00024187624710738514	2145.13621	0.00028586875221908725	2135.35	1.6628420091431044	2135.35	2.1330268517754245
2145.16635	0.0002565948653728209	2145.16635	0.00029500414486971493	2135.37	1.6899369564824858	2135.37	2.1679359789949983
2145.19648	0.0002913135769964867	2145.19648	0.00032413982438408984	2135.39	1.7176535435847136	2135.39	2.203136899878785
2145.22662	0.0003410321952619158	2145.22662	0.0003632752170347059	2135.41	1.7456246946825489	2135.41	2.2382636331906536
2145.25675	0.00038575090688558467	2145.25675	0.0003974108965490858	2135.43	1.7736904304570174	2135.43	2.273289043391205
2145.28688	0.0004004696185092582	2145.28688	0.0004165465760634368	2135.45	1.8018156749298802	2135.45	2.3083615765064915
2145.31702	0.0003901882367746759	2145.31702	0.00041568196871406837	2135.47	1.8299371964989275	2135.47	2.3435382620196656
2145.34715	0.00034990694839834996	2145.34715	0.0003898176482284438	2135.49	1.8578187532082016	2135.49	2.3785482906364646
2145.37729	0.00029962556666378315	2145.37729	0.00033895304087906697	2135.51	1.8849982557100646	2135.51	2.412722088372815
2145.40742	0.00024434427828744915	2145.40742	0.00028308872039344013	2135.53	1.9108747163020154	2135.53	2.445154620035403
2145.43755	0.00020406298991111627	2145.43755	0.0002272243999077994	2135.55	1.9349190238421932	2135.55	2.4750636411038416
2145.46769	0.00017878160817655364	2145.46769	0.0001813597925584276	2135.57	1.9569293399071022	2135.57	2.5022024977734403
2145.49782	0.00017350031980021413	2145.49782	0.00016049547207278025	2135.59	1.9772197553330166	2135.59	2.5271431037568197
2145.52795	0.00018321903142388268	2145.52795	0.0001646311515871579	2135.61	1.9966478463471555	2135.61	2.55128430283898
2145.55809	0.00019793764968931843	2145.55809	0.0001787665442377906	2135.63	2.0164487537239997	2135.63	2.576551327009593
2145.58822	0.00021265636131298504	2145.58822	0.0001929022237521505	2135.65	2.037924744723313	2135.65	2.604885704705553
2145.61836	0.0002173749795784108	2145.61836	0.00020203761640277818	2135.67	2.0621039897595934	2135.67	2.6377207108670047
2145.64849	0.00020709369120208015	2145.64849	0.00019617329591713195	2135.69	2.089500558089957	2135.69	2.6756499683235604
2145.67862	0.00018681240282574646	2145.67862	0.00017530897543151236	2135.71	2.120069182492398	2135.71	2.718418115249783
2145.70876	0.00016653102109117496	2145.70876	0.00015444436808212392	2135.73	2.153367721651894	2135.73	2.7652257013285273
2145.73889	0.00015624973271485126	2145.73889	0.00013858004759649545	2135.75	2.188851235021243	2135.75	2.815205066631224
2145.76902	0.00016096844433851482	2145.76902	0.0001377157271108681	2135.77	2.226163387656996	2135.77	2.867849657290311
2145.79916	0.00018068706260394168	2145.79916	0.0001568511197614919	2135.79	2.265291560536039	2135.79	2.9232007947278693
2145.82929	0.00021040577422761636	2145.82929	0.0001859867992758668	2135.81	2.306515251907974	2135.81	2.9817078929089607
2145.85943	0.0002451243924930513	2145.85943	0.00022012219192647786	2135.83	2.35017817540472	2135.83	3.0438349445261252
2145.88956	0.00027484310411670515	2145.88956	0.00024925787144085276	2135.85	2.396407067060876	2135.85	3.109617981421218
2145.91969	0.00029456181574037676	2145.91969	0.00025839355095522154	2135.87	2.444936928423098	2135.87	3.1784192382158944
2145.94983	0.00030428043400581445	2145.94983	0.0002575289436058392	2135.89	2.4951577068626087	2135.89	3.249043541141588
2145.97996	0.000308999145629478	2145.97996	0.00025166462312022075	2135.91	2.546385391871471	2135.91	3.3202075983336763
2146.0101	0.0003037177638949076	2146.0101	0.00024580001577083344	2135.93	2.598234299428998	2135.93	3.3911634115507248
2146.04023	0.000298436475518582	2146.04023	0.0002449356952852061	2135.95	2.6508954191158964	2135.95	3.4621721837966564
2146.07036	0.00028315518714224636	2146.07036	0.00025407137479957487	2135.97	2.705154504257777	2135.97	3.534570433159152
2146.1005	0.0002678738054076729	2146.1005	0.00026320676745020255	2135.99	2.7621068030643756	2135.99	3.61035471204909
2146.13063	0.00024759251703134616	2146.13063	0.00027234244696457133	2136.01	2.8226813766076044	2136.01	3.6914451236357024
2146.16076	0.00023231122865501053	2146.16076	0.000271478126478944	2136.03	2.8871915025100217	2136.03	3.7789465897139842
2146.1909	0.00021702984692043709	2146.1909	0.00026061351912956554	2136.05	2.9551191788949454	2136.05	3.8727235809817784
2146.22103	0.00021174855854411145	2146.22103	0.0002497491986439282	2136.07	3.0252244744641597	2136.07	3.9714418878443207
2146.25117	0.00021146717680953914	2146.25117	0.00023388459129454475	2136.09	3.0959100893522824	2136.09	4.073002558409601
2146.2813	0.00022118588843320075	2146.2813	0.00022802027080892628	2136.11	3.1656570260333283	2136.11	4.17512469300828
2146.31143	0.00023090460005687624	2146.31143	0.00022715595032328506	2136.13	3.233337817981983	2136.13	4.275809951557855
2146.34157	0.00023062321832231086	2146.34157	0.00022629134297391662	2136.15	3.2983050087462185	2136.15	4.373538242727593
2146.3717	0.00022534192994597135	2146.3717	0.00022042702248828427	2136.17	3.3602835560665594	2136.17	4.467218020418276
2146.40183	0.00021506064156964072	2146.40183	0.0002045627020026558	2136.19	3.4191895036746636	2136.19	4.556040503973952
2146.43197	0.00019977925983507422	2146.43197	0.00017869809465327624	2136.21	3.4750070907898993	2136.21	4.639401497095918
2146.4621	0.00018949797145874359	2146.4621	0.00015283377416763777	2136.23	3.527789952940355	2136.23	4.716967472225362
2146.49224	0.0001792165897241682	2146.49224	0.00012696916681827208	2136.25	3.5777594738461476	2136.25	4.788842040045607
2146.52237	0.00018393530134784564	2146.52237	0.00011110484633262974	2136.27	3.625412891336476	2136.27	4.855712845230154
2146.5525	0.00018365401297151807	2146.5525	0.00011024052584701627	2136.29	3.671556971163565	2136.29	4.918868940335054
2146.58264	0.00018837263123693687	2146.58264	0.00012437591849763507	2136.31	3.7172401951314913	2136.31	4.98006069825756
2146.61277	0.0001880913428606093	2146.61277	0.0001385115980119811	2136.33	3.763627000580328	2136.33	5.041272831246112
