# Wavenumber / cm-1 	 Absorbance / OD
1.985845680000000357e+03	5.976599527607109885e-04
1.985875810000000456e+03	5.767845924031789195e-04
1.985905950000000303e+03	5.659089415178258919e-04
1.985936080000000402e+03	5.600335811603018854e-04
1.985966210000000274e+03	5.591582208027828793e-04
1.985996350000000348e+03	5.632825699174170975e-04
1.986026480000000447e+03	5.724072095598872756e-04
1.986056620000000294e+03	5.865315586745314946e-04
1.986086750000000393e+03	6.006561983170066732e-04
1.986116880000000265e+03	6.197808379594868522e-04
1.986147020000000339e+03	6.389051870741221939e-04
1.986177150000000438e+03	6.580298267166023729e-04
1.986207290000000285e+03	6.671541758312415915e-04
1.986237420000000384e+03	6.712788154737137081e-04
1.986267550000000256e+03	6.654034551161897015e-04
1.986297690000000330e+03	6.595278042308347355e-04
1.986327820000000429e+03	6.536524438733107290e-04
1.986357950000000301e+03	6.477770835157797835e-04
1.986388090000000375e+03	6.369014326304267559e-04
1.986418220000000247e+03	6.260260722728977489e-04
1.986448360000000321e+03	6.051504213875416593e-04
1.986478490000000420e+03	5.842750610300165293e-04
1.986508620000000292e+03	5.683997006724894607e-04
1.986538760000000366e+03	5.675240497871325562e-04
1.986568890000000465e+03	5.866486894295988574e-04
1.986599020000000337e+03	6.307733290720832220e-04
1.986629160000000411e+03	6.848976781867188723e-04
1.986659290000000283e+03	7.290223178291962980e-04
1.986689430000000357e+03	7.581466669438416406e-04
1.986719560000000456e+03	7.572713065863087567e-04
1.986749690000000328e+03	7.363959462287905655e-04
1.986779830000000402e+03	7.005202953434264135e-04
1.986809960000000274e+03	6.746449349859032218e-04
1.986840100000000348e+03	6.637692841005432554e-04
1.986870230000000447e+03	6.728939237430134335e-04
1.986900360000000319e+03	6.920185633855005514e-04
1.986930500000000393e+03	7.111429125001358931e-04
1.986960630000000265e+03	7.102675521426168870e-04
1.986990760000000364e+03	6.843921917850798176e-04
1.987020900000000438e+03	6.435165408997245429e-04
1.987051030000000310e+03	6.026411805422071666e-04
1.987081170000000384e+03	5.767655296568391377e-04
1.987111300000000256e+03	5.758901692993201316e-04
1.987141430000000355e+03	6.050148089417894948e-04
1.987171570000000429e+03	6.441391580564309605e-04
1.987201700000000301e+03	6.832637976989103246e-04
1.987231840000000375e+03	7.073881468135506667e-04
1.987261970000000247e+03	7.015127864560335991e-04
1.987292100000000346e+03	6.756374260984965296e-04
1.987322240000000420e+03	6.397617752131393165e-04
1.987352370000000292e+03	6.138864148556161249e-04
1.987382500000000391e+03	6.130110544980901799e-04
1.987412640000000465e+03	6.321354036127324605e-04
1.987442770000000337e+03	6.612600432552087626e-04
1.987472910000000411e+03	6.953843923698521667e-04
1.987503040000000283e+03	7.095090320123273453e-04
1.987533170000000382e+03	6.986336716547983383e-04
1.987563310000000456e+03	6.677580207694322478e-04
1.987593440000000328e+03	6.218826604119168100e-04
1.987623570000000427e+03	5.760073000543874944e-04
1.987653710000000274e+03	5.551316491690314048e-04
1.987683840000000373e+03	5.642562888115085218e-04
1.987713980000000447e+03	5.983806379261449870e-04
1.987744110000000319e+03	6.525052775686254747e-04
1.987774240000000418e+03	7.016299172110940230e-04
1.987804380000000265e+03	7.307542663257393656e-04
1.987834510000000364e+03	7.348789059682114821e-04
1.987864650000000438e+03	7.090032550828503921e-04
1.987894780000000310e+03	6.631278947253349543e-04
1.987924910000000409e+03	6.172525343677986998e-04
1.987955050000000256e+03	5.813768834824484255e-04
1.987985180000000355e+03	5.705015231249263574e-04
1.988015310000000454e+03	5.796261627673895966e-04
1.988045450000000301e+03	6.037505118820438166e-04
1.988075580000000400e+03	6.278751515245081793e-04
1.988105720000000247e+03	6.419995006391593373e-04
1.988135850000000346e+03	6.411241402816264534e-04
1.988165980000000445e+03	6.252487799240993849e-04
1.988196120000000292e+03	6.043731290387502342e-04
1.988226250000000391e+03	5.884977686812162267e-04
1.988256380000000263e+03	5.876224083236972207e-04
1.988286520000000337e+03	5.917467574383314388e-04
1.988316650000000436e+03	6.008713970808085558e-04
1.988346790000000283e+03	6.049957461954497129e-04
1.988376920000000382e+03	6.041203858379237679e-04
1.988407050000000254e+03	5.982450254804067002e-04
1.988437190000000328e+03	5.873693745950397949e-04
1.988467320000000427e+03	5.864940142375138499e-04
1.988497460000000274e+03	5.956183633521600074e-04
1.988527590000000373e+03	6.197430029946313090e-04
1.988557720000000245e+03	6.488676426371145500e-04
1.988587860000000319e+03	6.729919917517479533e-04
1.988617990000000418e+03	6.921166313942211934e-04
1.988648120000000290e+03	6.962412710367002489e-04
1.988678260000000364e+03	6.903656201513383439e-04
1.988708390000000463e+03	6.794902597938093369e-04
1.988738530000000310e+03	6.736146089084613098e-04
1.988768660000000409e+03	6.677392485509303643e-04
1.988798790000000281e+03	6.718638881934094198e-04
1.988828930000000355e+03	6.759882373080505769e-04
1.988859060000000454e+03	6.751128769505176930e-04
1.988889200000000301e+03	6.642372260651646654e-04
1.988919330000000400e+03	6.483618657076375968e-04
1.988949460000000272e+03	6.324865053501174672e-04
1.988979600000000346e+03	6.266108544647555623e-04
1.989009730000000445e+03	6.407354941072238019e-04
1.989039860000000317e+03	6.648601337497089814e-04
1.989070000000000391e+03	7.039844828643435082e-04
1.989100130000000263e+03	7.381091225068248107e-04
1.989130270000000337e+03	7.572334716214670913e-04
1.989160400000000436e+03	7.513581112639361459e-04
1.989190530000000308e+03	7.154827509064168312e-04
1.989220670000000382e+03	6.646071000210515556e-04
1.989250800000000254e+03	6.037317396635280553e-04
1.989280930000000353e+03	5.528563793060006781e-04
1.989311070000000427e+03	5.169807284206434650e-04
1.989341200000000299e+03	5.061053680631213969e-04
1.989371340000000373e+03	5.152297171777606155e-04
1.989401470000000245e+03	5.343543568202407945e-04
1.989431600000000344e+03	5.584789964627051573e-04
1.989461740000000418e+03	5.776033455773474379e-04
1.989491870000000290e+03	5.867279852198314938e-04
1.989522010000000364e+03	5.958523343344637735e-04
1.989552140000000463e+03	6.099769739769389520e-04
1.989582270000000335e+03	6.291016136194121922e-04
1.989612410000000409e+03	6.632259627340555963e-04
1.989642540000000281e+03	6.973506023765299600e-04
1.989672670000000380e+03	7.264752420190062621e-04
1.989702810000000454e+03	7.505995911336466042e-04
1.989732940000000326e+03	7.597242307761237212e-04
1.989763080000000400e+03	7.588485798907668167e-04
1.989793210000000272e+03	7.429732195332397482e-04
1.989823340000000371e+03	7.220978591757146181e-04
1.989853480000000445e+03	7.012222082903585285e-04
1.989883610000000317e+03	6.803468479328333984e-04
1.989913750000000391e+03	6.594711970474773088e-04
1.989943880000000263e+03	6.385958366899521788e-04
1.989974010000000362e+03	6.227204763324251102e-04
1.990004150000000436e+03	6.118448254470582048e-04
1.990034280000000308e+03	6.059694650895411372e-04
1.990064410000000407e+03	6.100941047320132538e-04
1.990094550000000254e+03	6.242184538466574728e-04
1.990124680000000353e+03	6.383430934891326514e-04
1.990154820000000427e+03	6.474674426037649311e-04
1.990184950000000299e+03	6.565920822462489870e-04
1.990215080000000398e+03	6.557167218887161031e-04
1.990245220000000245e+03	6.498410710033680759e-04
1.990275350000000344e+03	6.439657106458371305e-04
1.990305480000000443e+03	6.430903502883042466e-04
1.990335620000000290e+03	6.422146994029542810e-04
1.990365750000000389e+03	6.413393390454213971e-04
1.990395890000000463e+03	6.404636881600644926e-04
1.990426020000000335e+03	6.395883278025454866e-04
1.990456150000000434e+03	6.337129674450145411e-04
1.990486290000000281e+03	6.328373165596645755e-04
1.990516420000000380e+03	6.269619562021336301e-04
1.990546560000000454e+03	6.260863053167767256e-04
1.990576690000000326e+03	6.252109449592507806e-04
1.990606820000000425e+03	6.243355846017248356e-04
1.990636960000000272e+03	6.234599337163748700e-04
1.990667090000000371e+03	6.275845733588400477e-04
1.990697220000000243e+03	6.317092130013191031e-04
1.990727360000000317e+03	6.408335621159583217e-04
1.990757490000000416e+03	6.549582017584335003e-04
1.990787630000000263e+03	6.690825508730777194e-04
1.990817760000000362e+03	6.782071905155478975e-04
1.990847890000000461e+03	6.773318301580219525e-04
1.990878030000000308e+03	6.714561792726669864e-04
1.990908160000000407e+03	6.555808189151399179e-04
1.990938290000000279e+03	6.497054585576159114e-04
1.990968430000000353e+03	6.538298076722570684e-04
1.990998560000000452e+03	6.679544473147322470e-04
1.991028700000000299e+03	6.970787964293775896e-04
1.991058830000000398e+03	7.212034360718488912e-04
1.991088960000000270e+03	7.303280757143260082e-04
1.991119100000000344e+03	7.194524248289660417e-04
1.991149230000000443e+03	6.935770644714359112e-04
1.991179370000000290e+03	6.577014135860856370e-04
1.991209500000000389e+03	6.318260532285555064e-04
1.991239630000000261e+03	6.209506928710334384e-04
1.991269770000000335e+03	6.400750419856757190e-04
1.991299900000000434e+03	6.741996816281431437e-04
1.991330030000000306e+03	7.133243212706225078e-04
1.991360170000000380e+03	7.474486703852659120e-04
1.991390300000000252e+03	7.565733100277360901e-04
1.991420440000000326e+03	7.456976591423830625e-04
1.991450570000000425e+03	7.198222987848529320e-04
1.991480700000000297e+03	6.889469384273316788e-04
1.991510840000000371e+03	6.530712875419675267e-04
1.991540970000000243e+03	6.271959271844443351e-04
1.991571110000000317e+03	6.063202762990882455e-04
1.991601240000000416e+03	5.954449159415592385e-04
1.991631370000000288e+03	5.945695555840402324e-04
1.991661510000000362e+03	5.986939046986744506e-04
1.991691640000000461e+03	6.128185443411496292e-04
1.991721770000000333e+03	6.269431839836317466e-04
1.991751910000000407e+03	6.510675330982651499e-04
1.991782040000000279e+03	6.701921727407453289e-04
1.991812180000000353e+03	6.793165218553845475e-04
1.991842310000000452e+03	6.734411614978605409e-04
1.991872440000000324e+03	6.575658011403334724e-04
1.991902580000000398e+03	6.366901502549773828e-04
1.991932710000000270e+03	6.158147898974522527e-04
1.991962840000000369e+03	6.049394295399232457e-04
1.991992980000000443e+03	6.040637786545663412e-04
1.992023110000000315e+03	6.181884182970415198e-04
1.992053250000000389e+03	6.323127674116857388e-04
1.992083380000000261e+03	6.564374070541570405e-04
1.992113510000000360e+03	6.755620466966302806e-04
1.992143650000000434e+03	6.946863958112725612e-04
1.992173780000000306e+03	7.138110354537458013e-04
1.992203920000000380e+03	7.329353845683880819e-04
1.992234050000000252e+03	7.420600242108651989e-04
1.992264180000000351e+03	7.411846638533392539e-04
1.992294320000000425e+03	7.303090129679792875e-04
1.992324450000000297e+03	7.044336526104560958e-04
1.992354580000000396e+03	6.735582922529279037e-04
1.992384720000000243e+03	6.476826413675737526e-04
1.992414850000000342e+03	6.268072810100486225e-04
1.992444990000000416e+03	6.159316301246817171e-04
1.992475120000000288e+03	6.200562697671677115e-04
1.992505250000000387e+03	6.191809094096417665e-04
1.992535390000000461e+03	6.183052585242779231e-04
1.992565520000000333e+03	6.074298981667558550e-04
1.992595660000000407e+03	5.915542472813908881e-04
1.992625790000000279e+03	5.706788869238726969e-04
1.992655920000000378e+03	5.648035265663486904e-04
1.992686060000000452e+03	5.689278756809829085e-04
1.992716190000000324e+03	5.830525153234650260e-04
1.992746320000000424e+03	6.121771549659343892e-04
1.992776460000000270e+03	6.463015040805847322e-04
1.992806590000000369e+03	6.704261437230490950e-04
1.992836730000000443e+03	6.845504928376933140e-04
1.992866860000000315e+03	6.886751324801723695e-04
1.992896990000000415e+03	6.777997721226433625e-04
1.992927130000000261e+03	6.619241212372922734e-04
1.992957260000000360e+03	6.410487608797602044e-04
1.992987390000000460e+03	6.201734005222281354e-04
1.993017530000000306e+03	6.142977496368731694e-04
1.993047660000000405e+03	6.234223892793502864e-04
1.993077800000000252e+03	6.425467383939995059e-04
1.993107930000000351e+03	6.766713780364669306e-04
1.993138060000000451e+03	7.107960176789412943e-04
1.993168200000000297e+03	7.349203667935816364e-04
1.993198330000000396e+03	7.490450064360568150e-04
1.993228470000000243e+03	7.481693555506999105e-04
1.993258600000000342e+03	7.372939951931709035e-04
1.993288730000000442e+03	7.214186348356507739e-04
1.993318870000000288e+03	7.155429839502888689e-04
1.993349000000000387e+03	7.196676235927679244e-04
1.993379130000000259e+03	7.437922632352392260e-04
1.993409270000000333e+03	7.779166123498826302e-04
1.993439400000000433e+03	8.170412519923550554e-04
1.993469540000000279e+03	8.461656011070003980e-04
1.993499670000000378e+03	8.602902407494755765e-04
1.993529800000000250e+03	8.494148803919465696e-04
1.993559940000000324e+03	8.235392295065924184e-04
1.993590070000000424e+03	7.876638691490661648e-04
1.993620200000000295e+03	7.417885087915368492e-04
1.993650340000000369e+03	7.059128579061796360e-04
1.993680470000000469e+03	6.800374975486495055e-04
1.993710610000000315e+03	6.741618466633014783e-04
1.993740740000000415e+03	6.832864863057647176e-04
1.993770870000000286e+03	7.074111259482498970e-04
1.993801010000000360e+03	7.515354750628894243e-04
1.993831140000000460e+03	7.956601147053599110e-04
1.993861280000000306e+03	8.347844638200083156e-04
1.993891410000000405e+03	8.589091034624726784e-04
1.993921540000000277e+03	8.630337431049586727e-04
1.993951680000000351e+03	8.471580922195937058e-04
1.993981810000000451e+03	8.112827318620674522e-04
1.994011940000000322e+03	7.654073715045450754e-04
1.994042080000000396e+03	7.295317206191809234e-04
1.994072210000000268e+03	7.086563602616627322e-04
1.994102350000000342e+03	7.127807093762969504e-04
1.994132480000000442e+03	7.419053490187732525e-04
1.994162610000000313e+03	7.810299886612526166e-04
1.994192750000000387e+03	8.301543377758902054e-04
1.994222880000000259e+03	8.692789774183695695e-04
1.994253020000000333e+03	8.884033265330049112e-04
1.994283150000000433e+03	8.975279661754820282e-04
1.994313280000000304e+03	8.916526058179580216e-04
1.994343420000000378e+03	8.857769549325961167e-04
1.994373550000000250e+03	8.849015945750771106e-04
1.994403680000000350e+03	8.890262342175492272e-04
1.994433820000000424e+03	8.981505833321884458e-04
1.994463950000000295e+03	9.172752229746616859e-04
1.994494090000000369e+03	9.263995720893078434e-04
1.994524220000000469e+03	9.255242117317749595e-04
1.994554350000000341e+03	9.146488513742528914e-04
1.994584490000000415e+03	8.937732004888968018e-04
1.994614620000000286e+03	8.728978401313716717e-04
1.994644750000000386e+03	8.620224797738496036e-04
1.994674890000000460e+03	8.561468288884807598e-04
1.994705020000000331e+03	8.652714685309648157e-04
1.994735160000000405e+03	8.793958176456090348e-04
1.994765290000000277e+03	8.935204572880842133e-04
1.994795420000000377e+03	9.126450969305574534e-04
1.994825560000000451e+03	9.267694460451947336e-04
1.994855690000000322e+03	9.458940856876749126e-04
1.994885830000000396e+03	9.650184348023102543e-04
1.994915960000000268e+03	9.841430744447904333e-04
1.994946090000000368e+03	9.982677140872656119e-04
1.994976230000000442e+03	1.002392063201899830e-03
1.995006360000000313e+03	9.965167028443827624e-04
1.995036490000000413e+03	9.706413424868456929e-04
1.995066630000000259e+03	9.397656916015004192e-04
1.995096760000000359e+03	9.088903312439722271e-04
1.995126900000000433e+03	8.880146803586091986e-04
1.995157030000000304e+03	8.921393200010882540e-04
1.995187160000000404e+03	9.162639596435595557e-04
1.995217300000000250e+03	9.553883087582079603e-04
1.995247430000000350e+03	9.945129484006734466e-04
1.995277560000000449e+03	1.013637588043146687e-03
1.995307700000000295e+03	1.017761937157794783e-03
1.995337830000000395e+03	9.968865768002627137e-04
1.995367970000000469e+03	9.660109259149105010e-04
1.995398100000000341e+03	9.351355655573823089e-04
1.995428230000000440e+03	9.192602051998552404e-04
1.995458370000000286e+03	9.233845543144963974e-04
1.995488500000000386e+03	9.425091939569765764e-04
1.995518640000000460e+03	9.666335430716169186e-04
1.995548770000000331e+03	9.907581827140882202e-04
1.995578900000000431e+03	9.948828223565672757e-04
1.995609040000000277e+03	9.840071714712073092e-04
1.995639170000000377e+03	9.631318111136821791e-04
1.995669300000000248e+03	9.322564507561609259e-04
1.995699440000000322e+03	9.163807998707959590e-04
1.995729570000000422e+03	9.155054395132700140e-04
1.995759710000000268e+03	9.296297886279142331e-04
1.995789840000000368e+03	9.637544282703885967e-04
1.995819970000000467e+03	9.928790679128579599e-04
1.995850110000000313e+03	1.012003417027507179e-03
1.995880240000000413e+03	1.016128056669979296e-03
1.995910380000000259e+03	9.952524057846232064e-04
1.995940510000000359e+03	9.693770454271000148e-04
1.995970640000000458e+03	9.435016850695629453e-04
1.996000780000000304e+03	9.326260341842168566e-04
1.996030910000000404e+03	9.417506738266870348e-04
1.996061040000000276e+03	9.608753134691602749e-04
1.996091180000000350e+03	9.799996625838094944e-04
1.996121310000000449e+03	9.941243022262707951e-04
1.996151450000000295e+03	9.882486513409227680e-04
1.996181580000000395e+03	9.673732909833906990e-04
1.996211710000000267e+03	9.314979306258713843e-04
1.996241850000000341e+03	9.056222797405172331e-04
1.996271980000000440e+03	8.947469193829812872e-04
1.996302110000000312e+03	9.038715590254653431e-04
1.996332250000000386e+03	9.329959081400968079e-04
1.996362380000000257e+03	9.621205477825800489e-04
1.996392520000000331e+03	9.812448968972153907e-04
1.996422650000000431e+03	9.853695365396875072e-04
1.996452780000000303e+03	9.644941761821693160e-04
1.996482920000000377e+03	9.336185252968101644e-04
1.996513050000000248e+03	9.077431649392869728e-04
1.996543190000000322e+03	8.918675140539220059e-04
1.996573320000000422e+03	8.859921536963979993e-04
1.996603450000000294e+03	9.001167933388801168e-04
1.996633590000000368e+03	9.092411424535193354e-04
1.996663720000000467e+03	9.083657820959933904e-04
1.996693850000000339e+03	8.874904217384613214e-04
1.996723990000000413e+03	8.566147708531091087e-04
1.996754120000000285e+03	8.157394104955778547e-04
1.996784260000000359e+03	7.848637596102256420e-04
1.996814390000000458e+03	7.639883992527005119e-04
1.996844520000000330e+03	7.631130388951745669e-04
1.996874660000000404e+03	7.772373880098187859e-04
1.996904790000000276e+03	8.013620276522900876e-04
1.996934930000000350e+03	8.204863767669323682e-04
1.996965060000000449e+03	8.296110164094094852e-04
1.996995190000000321e+03	8.187356560518804782e-04
1.997025330000000395e+03	8.028600051665224502e-04
1.997055460000000267e+03	7.869846448089953816e-04
1.997085590000000366e+03	7.711092844514752520e-04
1.997115730000000440e+03	7.702336335661114086e-04
1.997145860000000312e+03	7.793582732085885256e-04
1.997176000000000386e+03	7.934826223232327447e-04
1.997206130000000257e+03	8.076072619657079232e-04
1.997236260000000357e+03	8.217319016081831018e-04
1.997266400000000431e+03	8.308562507228153815e-04
1.997296530000000303e+03	8.299808903652963754e-04
1.997326660000000402e+03	8.241055300077654300e-04
1.997356800000000248e+03	8.082298791224143408e-04
1.997386930000000348e+03	7.873545187648892107e-04
1.997417070000000422e+03	7.614788678795281207e-04
1.997447200000000294e+03	7.406035075220029906e-04
1.997477330000000393e+03	7.197281471644709216e-04
1.997507470000000467e+03	7.088524962791178941e-04
1.997537600000000339e+03	7.129771359215969495e-04
1.997567740000000413e+03	7.271014850362342297e-04
1.997597870000000285e+03	7.462261246787144087e-04
1.997628000000000384e+03	7.653507643211807099e-04
1.997658140000000458e+03	7.794751134358249289e-04
1.997688270000000330e+03	7.835997530782970455e-04
1.997718400000000429e+03	7.677243927207699770e-04
1.997748540000000276e+03	7.468487418354208263e-04
1.997778670000000375e+03	7.209733814778906957e-04
1.997808810000000449e+03	7.000977305925346061e-04
1.997838940000000321e+03	6.892223702350055992e-04
1.997869070000000420e+03	6.883470098774796542e-04
1.997899210000000267e+03	6.924713589921208112e-04
1.997929340000000366e+03	6.965959986345998667e-04
1.997959470000000465e+03	7.057206382770700448e-04
1.997989610000000312e+03	7.148449873917162023e-04
1.998019740000000411e+03	7.289696270341913809e-04
1.998049880000000257e+03	7.380939761488305995e-04
1.998080010000000357e+03	7.472186157913077165e-04
1.998110140000000456e+03	7.513432554337798330e-04
1.998140280000000303e+03	7.504676045484229285e-04
1.998170410000000402e+03	7.395922441909008604e-04
1.998200550000000248e+03	7.237165933055428324e-04
1.998230680000000348e+03	7.028412329480177023e-04
1.998260810000000447e+03	6.869658725904836949e-04
1.998290950000000294e+03	6.760902217051306673e-04
1.998321080000000393e+03	6.752148613476047223e-04
1.998351210000000265e+03	6.793395009900768389e-04
1.998381350000000339e+03	6.884638501047229964e-04
1.998411480000000438e+03	6.875884897471901125e-04
1.998441620000000285e+03	6.867128388618401469e-04
1.998471750000000384e+03	6.808374785043161403e-04
1.998501880000000256e+03	6.749621181467851949e-04
1.998532020000000330e+03	6.690864672614302289e-04
1.998562150000000429e+03	6.682111069038973450e-04
1.998592290000000276e+03	6.673354560185473794e-04
1.998622420000000375e+03	6.764600956610175575e-04
1.998652550000000247e+03	6.805847353034966130e-04
1.998682690000000321e+03	6.847090844181377700e-04
1.998712820000000420e+03	6.838337240606048861e-04
1.998742950000000292e+03	6.779583637030878185e-04
1.998773090000000366e+03	6.670827128177209131e-04
1.998803220000000465e+03	6.562073524601988450e-04
1.998833360000000312e+03	6.403317015748408170e-04
1.998863490000000411e+03	6.244563412173137484e-04
1.998893620000000283e+03	6.085809808597936188e-04
1.998923760000000357e+03	5.977053299744336523e-04
1.998953890000000456e+03	5.918299696169096458e-04
1.998984020000000328e+03	5.959546092593817623e-04
1.999014160000000402e+03	5.950789583740248578e-04
1.999044290000000274e+03	6.042035980165019748e-04
1.999074430000000348e+03	6.083279471311431319e-04
1.999104560000000447e+03	6.124525867736152485e-04
1.999134690000000319e+03	6.115772264160893035e-04
1.999164830000000393e+03	6.157015755307304605e-04
1.999194960000000265e+03	6.248262151732075775e-04
1.999225100000000339e+03	6.339505642878467961e-04
1.999255230000000438e+03	6.530752039303200362e-04
1.999285360000000310e+03	6.771998435727982768e-04
1.999315500000000384e+03	6.963241926874405574e-04
1.999345630000000256e+03	7.054488323299176744e-04
1.999375760000000355e+03	7.095734719723897910e-04
1.999405900000000429e+03	6.936978210870317629e-04
1.999436030000000301e+03	6.728224607295066328e-04
1.999466170000000375e+03	6.419468098441474813e-04
1.999496300000000247e+03	6.160714494866242896e-04
1.999526430000000346e+03	6.001960891290972211e-04
1.999556570000000420e+03	5.943204382437353162e-04
1.999586700000000292e+03	5.984450778862143716e-04
1.999616830000000391e+03	6.075697175286845497e-04
1.999646970000000465e+03	6.216940666433218299e-04
1.999677100000000337e+03	6.258187062858078242e-04
1.999707240000000411e+03	6.349430554004401039e-04
1.999737370000000283e+03	6.490676950429222214e-04
1.999767500000000382e+03	6.631923346853904611e-04
1.999797640000000456e+03	6.823166838000327417e-04
1.999827770000000328e+03	7.014413234425129207e-04
1.999857910000000402e+03	7.005656725571490773e-04
1.999888040000000274e+03	6.846903121996289476e-04
1.999918170000000373e+03	6.438149518420976936e-04
1.999948310000000447e+03	5.979393009567374184e-04
1.999978440000000319e+03	5.570639405992200421e-04
2.000008570000000418e+03	5.361885802416879732e-04
2.000038710000000265e+03	5.403129293563360691e-04
2.000068840000000364e+03	5.694375689988054323e-04
2.000098980000000438e+03	5.985619181134507749e-04
2.000129110000000310e+03	6.276865577559201381e-04
2.000159240000000409e+03	6.318111973983991936e-04
2.000189380000000256e+03	6.209355465130461660e-04
2.000219510000000355e+03	6.000601861555140970e-04
2.000249650000000429e+03	5.941845352701591310e-04
2.000279780000000301e+03	6.083091749126343095e-04
2.000309910000000400e+03	6.374338145551036727e-04
2.000340050000000247e+03	6.815581636697501389e-04
2.000370180000000346e+03	7.206828033122225641e-04
2.000400310000000445e+03	7.448074429546938657e-04
2.000430450000000292e+03	7.489317920693419617e-04
2.000460580000000391e+03	7.430564317118110162e-04
2.000490720000000465e+03	7.271807808264529882e-04
2.000520850000000337e+03	7.163054204689309201e-04
2.000550980000000436e+03	7.054300601114019131e-04
2.000581120000000283e+03	7.045544092260450086e-04
2.000611250000000382e+03	7.036790488685190637e-04
2.000641380000000254e+03	7.028036885109931187e-04
2.000671520000000328e+03	7.019280376256362142e-04
2.000701650000000427e+03	7.010526772681033303e-04
2.000731790000000274e+03	6.951770263827553031e-04
2.000761920000000373e+03	6.843016660252332350e-04
2.000792050000000245e+03	6.684263056677061665e-04
2.000822190000000319e+03	6.525506547823481385e-04
2.000852320000000418e+03	6.416752944248121926e-04
2.000882460000000265e+03	6.407996435394622270e-04
2.000912590000000364e+03	6.599242831819424060e-04
2.000942720000000463e+03	6.940489228244028919e-04
2.000972860000000310e+03	7.231732719390551734e-04
2.001002990000000409e+03	7.322979115815253515e-04
2.001033120000000281e+03	7.064225512240021598e-04
2.001063260000000355e+03	6.605469003386418847e-04
2.001093390000000454e+03	6.096715399811145075e-04
2.001123530000000301e+03	5.937958890957634184e-04
2.001153660000000400e+03	6.329205287382289047e-04
2.001183790000000272e+03	7.170451683807116394e-04
2.001213930000000346e+03	8.061695174953475984e-04
2.001244060000000445e+03	8.552941571378230856e-04
2.001274200000000292e+03	8.144185062524678109e-04
2.001304330000000391e+03	7.035431458949428785e-04
2.001334460000000263e+03	5.626677855374226378e-04
2.001364600000000337e+03	4.767921346520570536e-04
2.001394730000000436e+03	5.059167742945333557e-04
2.001424860000000308e+03	6.550414139370047684e-04
2.001455000000000382e+03	8.591657630516516542e-04
2.001485130000000254e+03	9.882904026941308206e-04
2.001515270000000328e+03	9.324147518087674835e-04
2.001545400000000427e+03	6.365393914512379459e-04
2.001575530000000299e+03	1.706640310937118654e-04
2.001605670000000373e+03	-3.052116197916412976e-04
2.001635800000000245e+03	-6.010869801491708353e-04
2.001665930000000344e+03	-5.469623405066972865e-04
2.001696070000000418e+03	-1.128379913920493638e-04
2.001726200000000290e+03	5.962866482504200483e-04
2.001756340000000364e+03	1.345410997365063810e-03
2.001786470000000463e+03	1.899535637007530864e-03
2.001816600000000335e+03	2.088660276650014525e-03
2.001846740000000409e+03	1.902784625764653015e-03
2.001876870000000281e+03	1.461909265407131120e-03
2.001907010000000355e+03	9.560336145217757098e-04
2.001937140000000454e+03	5.801582541642424928e-04
2.001967270000000326e+03	4.342828938067241906e-04
2.001997410000000400e+03	5.134072429213570876e-04
2.002027540000000272e+03	7.225318825638399334e-04
2.002057670000000371e+03	9.216565222063127782e-04
2.002087810000000445e+03	1.015780871320946799e-03
2.002117940000000317e+03	9.749055109634294225e-04
2.002148080000000391e+03	8.490298600780654681e-04
2.002178210000000263e+03	7.131544997205502279e-04
2.002208340000000362e+03	6.372791393630117263e-04
2.002238480000000436e+03	6.464034884776578838e-04
2.002268610000000308e+03	7.305281281201406185e-04
2.002298740000000407e+03	8.296527677626036601e-04
2.002328880000000254e+03	9.037771168772523733e-04
2.002359010000000353e+03	9.229017565197256134e-04
2.002389150000000427e+03	9.020261056343625850e-04
2.002419280000000299e+03	8.611507452768452087e-04
2.002449410000000398e+03	8.352753849193150781e-04
2.002479550000000245e+03	8.293997340339670510e-04
2.002509680000000344e+03	8.385243736764302902e-04
2.002539820000000418e+03	8.526487227910745093e-04
2.002569950000000290e+03	8.467733624335505027e-04
2.002600080000000389e+03	8.208980020760203722e-04
2.002630220000000463e+03	7.800223511906650975e-04
2.002660350000000335e+03	7.541469908331419059e-04
2.002690480000000434e+03	7.382716304756148373e-04
2.002720620000000281e+03	7.523959795902590564e-04
2.002750750000000380e+03	7.815206192327284196e-04
2.002780890000000454e+03	8.156449683473718237e-04
2.002811020000000326e+03	8.397696079898500643e-04
2.002841150000000425e+03	8.588942476323233044e-04
2.002871290000000272e+03	8.630185967469644615e-04
2.002901420000000371e+03	8.571432363894404549e-04
2.002931560000000445e+03	8.462675855040735495e-04
2.002961690000000317e+03	8.303922251465534199e-04
2.002991820000000416e+03	8.145168647890332903e-04
2.003021960000000263e+03	7.936412139036702618e-04
2.003052090000000362e+03	7.827658535461481937e-04
2.003082220000000461e+03	7.768904931886172482e-04
2.003112360000000308e+03	7.760148423032672826e-04
2.003142490000000407e+03	7.801394819457324603e-04
2.003172630000000254e+03	7.842638310603805563e-04
2.003202760000000353e+03	7.833884707028546113e-04
2.003232890000000452e+03	7.875131103453197889e-04
2.003263030000000299e+03	7.816374594599717618e-04
2.003293160000000398e+03	7.857620991024369395e-04
2.003323290000000270e+03	7.848867387449179334e-04
2.003353430000000344e+03	7.890110878595660293e-04
