# Wavenumber / cm-1 	 Absorbance / OD
1.947334660000000440e+03	7.515122672606053267e-04
1.947364790000000312e+03	7.506369069030793817e-04
1.947394930000000386e+03	7.747612560177197238e-04
1.947425060000000258e+03	8.138858956601921490e-04
1.947455190000000357e+03	8.530105353026715131e-04
1.947485330000000431e+03	8.671348844173018544e-04
1.947515460000000303e+03	8.512595240597886637e-04
1.947545590000000402e+03	8.103841637022574096e-04
1.947575730000000249e+03	7.595085128169060118e-04
1.947605860000000348e+03	7.136331524593766962e-04
1.947636000000000422e+03	6.877575015740156061e-04
1.947666130000000294e+03	6.818821412164915996e-04
1.947696260000000393e+03	7.010067808589648397e-04
1.947726400000000467e+03	7.301311299736032434e-04
1.947756530000000339e+03	7.542557696160884229e-04
1.947786670000000413e+03	7.683801187307187641e-04
1.947816800000000285e+03	7.775047583732028200e-04
1.947846930000000384e+03	7.766293980156699361e-04
1.947877070000000458e+03	7.757537471303130316e-04
1.947907200000000330e+03	7.748783867727940255e-04
1.947937330000000429e+03	7.790030264152592032e-04
1.947967470000000276e+03	7.781273755299092376e-04
1.947997600000000375e+03	7.722520151723782922e-04
1.948027740000000449e+03	7.563763642870202641e-04
1.948057870000000321e+03	7.405010039295001345e-04
1.948088000000000420e+03	7.296256435719711275e-04
1.948118140000000267e+03	7.237499926866161615e-04
1.948148270000000366e+03	7.328746323290863396e-04
1.948178400000000465e+03	7.519992719715595797e-04
1.948208540000000312e+03	7.761236210861999218e-04
1.948238670000000411e+03	8.002482607286781624e-04
1.948268810000000258e+03	8.193726098433273819e-04
1.948298940000000357e+03	8.334972494857956216e-04
1.948329070000000456e+03	8.376218891282677381e-04
1.948359210000000303e+03	8.367462382429108336e-04
1.948389340000000402e+03	8.308708778853868271e-04
1.948419480000000249e+03	8.199952270000268606e-04
1.948449610000000348e+03	8.041198666424997921e-04
1.948479740000000447e+03	7.882445062849796624e-04
1.948509880000000294e+03	7.673688553996166339e-04
1.948540010000000393e+03	7.564934950420945659e-04
1.948570140000000265e+03	7.556181346845686209e-04
1.948600280000000339e+03	7.647424837992078395e-04
1.948630410000000438e+03	7.838671234416880185e-04
1.948660550000000285e+03	8.179914725563314226e-04
1.948690680000000384e+03	8.471161121988007858e-04
1.948720810000000256e+03	8.662407518412740259e-04
1.948750950000000330e+03	8.753651009559201834e-04
1.948781080000000429e+03	8.644897405983842376e-04
1.948811220000000276e+03	8.436140897130350869e-04
1.948841350000000375e+03	8.177387293555118952e-04
1.948871480000000247e+03	7.918633689979817647e-04
1.948901620000000321e+03	7.759877181126306755e-04
1.948931750000000420e+03	7.751123577550977917e-04
1.948961880000000292e+03	7.792369973975768471e-04
1.948992020000000366e+03	7.883613465122160657e-04
1.949022150000000465e+03	8.024859861546843054e-04
1.949052290000000312e+03	8.116103352693374018e-04
1.949082420000000411e+03	8.207349749118006410e-04
1.949112550000000283e+03	8.198596145542816349e-04
1.949142690000000357e+03	8.239839636689227920e-04
1.949172820000000456e+03	8.231086033113968470e-04
1.949202950000000328e+03	8.272332429538759024e-04
1.949233090000000402e+03	8.263575920685120590e-04
1.949263220000000274e+03	8.304822317109911145e-04
1.949293360000000348e+03	8.246065808256292096e-04
1.949323490000000447e+03	8.087312204681021410e-04
1.949353620000000319e+03	7.878558601105770109e-04
1.949383760000000393e+03	7.569802092252178594e-04
1.949413890000000265e+03	7.261048488677035451e-04
1.949444030000000339e+03	7.002291979823355161e-04
1.949474160000000438e+03	6.893538376248134480e-04
1.949504290000000310e+03	6.934784772672855646e-04
1.949534430000000384e+03	7.126028263819278452e-04
1.949564560000000256e+03	7.417274660244110862e-04
1.949594690000000355e+03	7.658521056668754490e-04
1.949624830000000429e+03	7.849764547815177296e-04
1.949654960000000301e+03	7.841010944239917846e-04
1.949685100000000375e+03	7.782254435386368185e-04
1.949715230000000247e+03	7.623500831811097500e-04
1.949745360000000346e+03	7.514747228235876819e-04
1.949775500000000420e+03	7.555990719382288390e-04
1.949805630000000292e+03	7.697237115807040175e-04
1.949835770000000366e+03	7.888480606953462981e-04
1.949865900000000465e+03	8.029727003378145378e-04
1.949896030000000337e+03	8.120973399802916548e-04
