Wavenumber	Absorbance
2144.89514	0.00042778417669538105
2144.92528	0.000451919569345996
2144.95541	0.00047105524886037475
2144.98555	0.00046519064151098743
2145.01568	0.00043432632102535784
2145.04581	0.000388462000539741
2145.07595	0.0003425973931903553
2145.10608	0.0003067330727047207
2145.13621	0.00028586875221908725
2145.16635	0.00029500414486971493
2145.19648	0.00032413982438408984
2145.22662	0.0003632752170347059
2145.25675	0.0003974108965490858
2145.28688	0.0004165465760634368
2145.31702	0.00041568196871406837
2145.34715	0.0003898176482284438
2145.37729	0.00033895304087906697
2145.40742	0.00028308872039344013
2145.43755	0.0002272243999077994
2145.46769	0.0001813597925584276
2145.49782	0.00016049547207278025
2145.52795	0.0001646311515871579
2145.55809	0.0001787665442377906
2145.58822	0.0001929022237521505
2145.61836	0.00020203761640277818
2145.64849	0.00019617329591713195
2145.67862	0.00017530897543151236
2145.70876	0.00015444436808212392
2145.73889	0.00013858004759649545
2145.76902	0.0001377157271108681
2145.79916	0.0001568511197614919
2145.82929	0.0001859867992758668
2145.85943	0.00022012219192647786
2145.88956	0.00024925787144085276
2145.91969	0.00025839355095522154
2145.94983	0.0002575289436058392
2145.97996	0.00025166462312022075
2146.0101	0.00024580001577083344
2146.04023	0.0002449356952852061
2146.07036	0.00025407137479957487
2146.1005	0.00026320676745020255
2146.13063	0.00027234244696457133
2146.16076	0.000271478126478944
2146.1909	0.00026061351912956554
2146.22103	0.0002497491986439282
2146.25117	0.00023388459129454475
2146.2813	0.00022802027080892628
2146.31143	0.00022715595032328506
2146.34157	0.00022629134297391662
2146.3717	0.00022042702248828427
2146.40183	0.0002045627020026558
2146.43197	0.00017869809465327624
2146.4621	0.00015283377416763777
2146.49224	0.00012696916681827208
2146.52237	0.00011110484633262974
2146.5525	0.00011024052584701627
2146.58264	0.00012437591849763507
2146.61277	0.0001385115980119811
2146.64291	0.00015264699066261378
2146.67304	0.00015178267017697256
2146.70317	0.00014091834969136297
2146.73331	0.0001200537423419884
2146.76344	8.918942185634493e-05
2146.79357	5.8325101370729215e-05
2146.82371	4.2460494021331896e-05
2146.85384	4.159617353570455e-05
2146.88398	5.5731566186323356e-05
2146.91411	8.486724570069826e-05
2146.94424	0.00011900292521507816
2146.97438	0.0001481383178656842
2147.00451	0.000167273997380063
2147.03465	0.00016640939003068067
2147.06478	0.00015554506954504332
2147.09491	0.0001296807490594326
2147.12505	0.00010381614171003917
2147.15518	8.79518212244107e-05
2147.18531	8.208750073879223e-05
2147.21545	9.122289338940603e-05
2147.24558	0.00011035857290378481
2147.27572	0.00012949396555439474
2147.30585	0.00014362964506876852
2147.33598	0.00014276532458314117
2147.36612	0.00013190071723374885
2147.39625	0.00011103639674814314
2147.42638	8.517207626250467e-05
2147.45652	7.430746891311235e-05
2147.48665	6.844314842749388e-05
