# Wavenumber / cm-1 	 Absorbance / OD
1.942031110000000353e+03	3.009547734637157967e-04
1.942061240000000453e+03	3.106700427877723270e-04
1.942091370000000325e+03	3.153853121118377345e-04
1.942121510000000399e+03	3.151004869351714532e-04
1.942151640000000270e+03	3.098157562592268599e-04
1.942181770000000370e+03	2.945310255833000213e-04
1.942211910000000444e+03	2.792462004066326164e-04
1.942242040000000316e+03	2.689614697306830227e-04
1.942272180000000390e+03	2.736766445540217418e-04
1.942302310000000261e+03	2.833919138780782720e-04
1.942332440000000361e+03	3.031071832021448031e-04
1.942362580000000435e+03	3.178223580254935232e-04
1.942392710000000307e+03	3.275376273495361756e-04
1.942422850000000381e+03	3.222528021728648939e-04
1.942452980000000252e+03	3.069680714969380553e-04
1.942483110000000352e+03	2.866833408209923384e-04
1.942513250000000426e+03	2.613985156443426883e-04
1.942543380000000298e+03	2.361137849684058487e-04
1.942573510000000397e+03	2.208290542924512545e-04
1.942603650000000243e+03	2.055442291157977275e-04
1.942633780000000343e+03	1.952594984398481337e-04
1.942663920000000417e+03	1.899746732631907298e-04
1.942694050000000288e+03	1.846899425872461364e-04
1.942724180000000388e+03	1.944052119113026666e-04
1.942754320000000462e+03	2.091203867346375089e-04
1.942784450000000334e+03	2.388356560587001631e-04
1.942814590000000408e+03	2.735508308820411294e-04
1.942844720000000279e+03	3.082661002060949063e-04
1.942874850000000379e+03	3.279813695301614374e-04
1.942904990000000453e+03	3.276965443534951561e-04
1.942935120000000325e+03	3.024118136775444388e-04
1.942965250000000424e+03	2.621270830016064757e-04
1.942995390000000270e+03	2.118422578249595789e-04
1.943025520000000370e+03	1.715575271490077380e-04
1.943055660000000444e+03	1.512727019723353328e-04
1.943085790000000316e+03	1.409879712964134946e-04
1.943115920000000415e+03	1.507032406204561470e-04
1.943146060000000261e+03	1.654184154438048671e-04
1.943176190000000361e+03	1.751336847678613973e-04
1.943206320000000460e+03	1.898489540919090501e-04
1.943236460000000307e+03	1.995641289152666475e-04
1.943266590000000406e+03	2.142793982393281782e-04
1.943296730000000252e+03	2.439945730626502662e-04
